GAP_between_Create_Last,TOTAL_EXPENSED_AMOUNT,APPROVED_AMT,PAID_IN_AMOUNT_ALLOCATION,EXPENSE_TYPE_DESC,CITY,Label
2,18393.9,2580,2580,餐费,滨州,1
0,2962.1,64,64,其它差旅费,黄冈,1
0,755,50,50,补贴,杭州,1
6,10306.8,27,27,出租车费,北京,1
1,7822.47,29,29,出租车费,上海,1
2,18746.3,49.4,49.4,出租车费,宁德,1
18,14464.6,1497,1497,员工团队用餐及活动,武汉,1
14,20940,992,992,餐费,东莞,1
1,5330.78,20,20,出租车费,广州,1
48,14211.39,75,75,其它差旅费,梧州,1
9,14343.7,100,100,补贴,佳木斯,1
1,12092.4,30,30,出租车费,上海,1
1,25000,50,50,餐费,北京,1
18,16010.7,421,421,办公室小食,杭州,1
3,24268,565,565,餐费,北京,1
18,14464.6,184,184,餐费,武汉,1
15,3312,9,9,出租车费,长春,1
15,14837.77,100,100,补贴,沈阳,1
0,3060.3,298,298,餐费,北京,1
25,10687.06,50,50,出租车费,北京,1
5,1000,60,60,办公室小食,北京,1
0,21840.01,59.5,59.5,其它差旅费,上海,1
1,21790.32,60,60,出租车费,上海,1
22,9487.24,12,12,出租车费,北京,1
0,3344,33,33,餐费,上海,1
0,4221.9,72,72,出租车费,上海,1
22,9487.24,16,16,出租车费,北京,1
1,9583.7,44,44,出租车费,武汉,1
1,9583.7,745,745,其它差旅费,武汉,1
0,4221.9,47,47,出租车费,上海,1
0,4221.9,120,120,出租车费,上海,1
0,25565,310,310,移动电话费,温州,1
1,2422.02,13.6,13.6,出租车费,保定,1
1,6567,10.5,10.5,其它差旅费,萍乡,1
0,3344,34,34,餐费,上海,1
1,9583.7,100,100,出租车费,武汉,1
1,8238,234,234,餐费,上海,1
1,8552.3,1998,1998,餐费,赣州,1
1,2422.02,109.5,109.5,其它差旅费,保定,1
0,16677.75,48,48,餐费,上海,1
4,4986,33,33,出租车费,上海,1
40,1217,99,99,餐费,银川,1
18,23922.9,2873,2873,餐费,长春,1
0,16677.75,120,120,出租车费,上海,1
1,6567,25.5,25.5,其它差旅费,萍乡,1
1,6567,27,27,其它差旅费,萍乡,1
1,6567,13,13,其它差旅费,萍乡,1
27,9119.4,1323,1323,餐费,广州,1
11,14096.2,17,17,出租车费,宁波,1
1,7822.47,22,22,出租车费,上海,1
0,2962.1,18.5,18.5,出租车费,黄冈,1
1,9816,189,189,出租车费,上海,1
0,5278.09,42,42,出租车费,成都,1
0,5278.09,35,35,出租车费,成都,1
17,11497.24,481.74,481.74,移动电话费,北京,1
0,2946,117,117,其它差旅费,上海,1
0,2946,55,55,餐费,上海,1
0,13171.82,131,131,其它差旅费,天津,1
5,24938,34,34,其它差旅费,温州,1
16,24711.22,257,257,出租车费,哈尔滨,1
5,24938,100,100,补贴,温州,1
16,5091.55,210,210,出租车费,沈阳,1
23,7678.9,404.5,404.5,移动电话费,天津,1
1,6567,900,900,餐费,萍乡,1
0,16677.75,650,650,旅馆房费-国内,上海,1
23,7678.9,389,389,移动电话费,天津,1
0,15517.4,1160,1160,餐费,深圳,1
0,9962.36,900,900,旅馆房费-国内,北京,1
49,38947.42,38,38,出租车费,上海,1
10,23969.42,148,148,出租车费,上海,1
0,9573,246,246,餐费,上海,1
0,529,78,78,餐费,上海,1
3,6958.82,153,153,出租车费,广州,1
3,13816.5,167,167,出租车费,上海,1
3,13816.5,577,577,餐费,上海,1
0,4256.99,149,149,出租车费,上海,1
0,18485.9,359,359,餐费,上海,1
1,11039.87,332,332,餐费,赤峰,1
0,21840.01,5704,5704,餐费,上海,1
0,21840.01,54.5,54.5,其它差旅费,上海,1
0,21840.01,690,690,旅馆房费-国内,上海,1
14,19210.4,302,302,车辆租赁费,广州,1
6,7023.6,235,235,餐费,沈阳,1
0,21840.01,109,109,其它差旅费,上海,1
0,4221.9,24,24,出租车费,上海,1
3,13816.5,122,122,餐费,上海,1
1,10802.6,218.5,218.5,其它差旅费,杭州,1
4,14621.5,238,238,其它差旅费,洛阳,1
1,14396.97,510,510,餐费,北京,1
0,11117.8,54,54,出租车费,上海,1
0,11117.8,74,74,出租车费,上海,1
0,11117.8,18,18,出租车费,上海,1
0,11117.8,26,26,出租车费,上海,1
0,4256.99,100,100,补贴,上海,1
0,15614.21,146,146,餐费,昆山,1
44,12232,334,334,餐费,岳阳,1
1,1221,58,58,出租车费,衢州,1
1,1221,175,175,其它差旅费,衢州,1
1,1221,59,59,出租车费,衢州,1
1,1221,4,4,其它差旅费,衢州,1
0,8965.35,33,33,出租车费,上海,1
6,22611,186,186,餐费,江门,1
2,4494.8,370,370,其它个人费用,济南,1
0,8965.35,18,18,出租车费,上海,1
0,1759,25,25,出租车费,上海,1
7,17901.1,2471,2471,办公室小食,哈尔滨,1
22,3017.28,191.28,191.28,移动电话费,佛山,1
0,1759,25,25,出租车费,上海,1
18,14464.6,20,20,出租车费,武汉,1
9,14343.7,100,100,补贴,佳木斯,1
1,5330.78,27,27,出租车费,广州,1
8,20086,2626,2626,餐费,上海,1
0,11807.74,284,284,餐费,福州,1
0,15743.42,59,59,其它差旅费,镇江,1
0,5606.35,186,186,印刷及办公费用,上海,1
6,6288.56,36,36,出租车费,成都,1
6,6288.56,12,12,出租车费,成都,1
6,6288.56,16,16,出租车费,成都,1
4,3655.5,22,22,出租车费,上海,1
6,10306.8,210,210,印刷及办公费用,北京,1
0,755,123.5,123.5,其它差旅费,杭州,1
0,755,50,50,补贴,杭州,1
6,11897.1,85.5,85.5,其它差旅费,温州,1
6,10306.8,50,50,补贴,北京,1
21,7315.85,24,24,出租车费,海口,1
0,3847.46,62,62,出租车费,北京,1
0,14410.71,86,86,出租车费,北京,1
0,5371,600,600,旅馆房费-国内,广州,1
0,5371,463,463,餐费,广州,1
65,7188.1,127.4,127.4,办公室小食,梅州,1
2,3653.13,158,158,餐费,宁德,1
0,14454,100,100,补贴,徐州,1
9,5948.02,72,72,餐费,上海,1
2,14491.72,237,237,餐费,广州,1
0,14454,285,285,餐费,徐州,1
29,18485.7,1140,1140,旅馆房费-国内,深圳,1
10,22574.29,2484,2484,办公室小食,齐齐哈尔,1
14,24993.93,2550,2550,餐费,北京,1
0,14454,220,220,旅馆房费-国内,徐州,1
6,6288.56,380,380,餐费-外部人员,成都,1
6,6288.56,285,285,餐费,成都,1
6,6288.56,32,32,出租车费,成都,1
29,18485.7,33.8,33.8,办公室小食,深圳,1
49,38947.42,38,38,内部期刊图书费用,上海,1
0,11839.45,20,20,其它差旅费,杭州,1
0,11839.45,75,75,其它差旅费,杭州,1
37,7623.6,9.9,9.9,其它差旅费,赣州,1
25,10687.06,76,76,餐费,北京,1
9,24902.66,1046,1046,餐费,北京,1
38,378,124.5,124.5,其它差旅费,金华,1
38,378,50,50,补贴,金华,1
2,25923.2,151,151,餐费,温州,1
25,10687.06,89,89,出租车费,北京,1
25,10687.06,14,14,出租车费,北京,1
36,1619,35,35,出租车费,上海,1
0,12078.5,2632,2632,餐费,广州,1
0,15743.42,11,11,出租车费,镇江,1
2,11388.3,15,15,出租车费,上海,1
2,11388.3,100,100,出租车费,上海,1
26,18698.28,60,60,办公室小食,宁波,1
0,12078.5,55,55,餐费,广州,1
6,9840.8,53,53,其它差旅费,北京,1
0,2882,1000,1000,移动电话费,哈尔滨,1
6,9840.8,314.5,314.5,其它差旅费,北京,1
6,9840.8,40,40,出租车费,北京,1
0,21668,325,325,餐费,福州,1
2,11388.3,104,104,出租车费,上海,1
2,11388.3,100,100,补贴,上海,1
1,12092.4,659,659,餐费,上海,1
1,4418,259,259,餐费,上海,1
8,5790.7,238,238,餐费,北京,1
1,2568.74,237,237,餐费,湛江,1
12,20650.78,512,512,其它差旅费,佳木斯,1
11,18562,304,304,餐费,北京,1
48,14211.39,480,480,餐费,梧州,1
48,14211.39,803,803,餐费,梧州,1
0,13919.5,90,90,汽油费,武汉,1
1,12092.4,34,34,出租车费,上海,1
0,4411.2,57,57,餐费,上海,1
2,15141.1,22,22,出租车费,苏州,1
2,15141.1,41,41,出租车费,苏州,1
2,15141.1,18,18,出租车费,苏州,1
15,21982.5,163,163,餐费,北京,1
2,12293.41,55,55,其它差旅费,泰州,1
2,12293.41,100,100,补贴,泰州,1
0,11839.45,160,160,汽油费,杭州,1
28,17544.4,594,594,餐费,上海,1
2,3339,161,161,员工奖品,北京,1
6,9840.8,36,36,出租车费,北京,1
6,9840.8,21.7,21.7,出租车费,北京,1
0,9962.36,21,21,出租车费,北京,1
2,12293.41,160,160,汽油费,泰州,1
2,15141.1,437,437,餐费,苏州,1
0,1531,15,15,出租车费,北京,1
2,12293.41,55,55,其它差旅费,泰州,1
10,23969.42,81,81,出租车费,上海,1
8,24938.25,163,163,餐费,杭州,1
9,19858,145,145,餐费,北京,1
17,24989.7,150,150,餐费,北京,1
4,16324.72,167,167,办公室小食,青岛,1
37,12080.1,63.5,63.5,餐费,深圳,1
0,14454,399,399,其它差旅费,徐州,1
1,4319.84,776,776,餐费,蚌埠,1
7,12471,30,30,其它差旅费,盐城,1
7,12471,30,30,其它差旅费,盐城,1
1,7558,278,278,餐费,鞍山,1
7,12471,200,200,其它差旅费,盐城,1
7,12471,82,82,办公室小食,盐城,1
0,16585.28,84,84,出租车费,上海,1
7,12471,448,448,办公室小食,盐城,1
0,16677.75,119,119,出租车费,上海,1
0,2983.88,135,135,餐费,黄石,1
1,6772.84,100,100,餐费,北京,1
0,16585.28,121,121,餐费,上海,1
17,5560.8,67.5,67.5,其它差旅费,唐山,1
2,14882.2,218,218,餐费,福州,1
8,4087,70,70,餐费,北京,1
1,21790.32,344,344,餐费,上海,1
14,5242,360,360,餐费,上海,1
14,5723.26,481,481,餐费,广州,1
0,9402.6,57,57,出租车费,上海,1
3,24988.97,199.6,199.6,办公室小食,银川,1
0,3825.99,793,793,餐费,上海,1
8,23880.7,2440,2440,办公室小食,哈尔滨,1
0,2829,710,710,办公室小食,北京,1
0,3825.99,123,123,出租车费,上海,1
0,3825.99,802.49,802.49,移动电话费,上海,1
29,5018.73,65,65,其它差旅费,天津,1
3,9265.02,560,560,旅馆房费-国内,广州,1
0,5243.2,416,416,移动电话费,北京,1
0,1500,1500,1500,餐费,福州,1
6,10306.8,100,100,补贴,北京,1
18,14464.6,20,20,出租车费,武汉,1
19,25000,227,227,餐费,上海,1
1,9816,61,61,出租车费,上海,1
33,20804.93,800,800,餐费,晋城,1
2,3653.13,100,100,其它差旅费,宁德,1
2,3653.13,100,100,其它差旅费,宁德,1
0,5371,1000,1000,旅馆房费-国内,广州,1
1,7822.47,145,145,出租车费,上海,1
2,3653.13,50,50,补贴,宁德,1
0,2239.5,210,210,其它个人费用,上海,1
10,22574.29,54.5,54.5,其它差旅费,齐齐哈尔,1
4,10827.48,35,35,办公室小食,北京,1
5,14607.81,256,256,餐费,锦州,1
1,7822.47,123,123,出租车费,上海,1
0,16677.75,68,68,餐费,上海,1
3,3214,600,600,出租车费,北京,1
2,8247,1360,1360,餐费,上海,1
0,6836.32,129.5,129.5,其它差旅费,无锡,1
0,6836.32,22,22,出租车费,无锡,1
0,6836.32,100,100,补贴,无锡,1
9,19994.7,4193,4193,办公室小食,哈尔滨,1
10,12242,2202,2202,餐费,北京,1
22,10055.84,126,126,餐费,广州,1
1,8552.3,1100,1100,餐费,赣州,1
35,20395.1,55,55,其它差旅费,湖州,1
3,24268,1330,1330,餐费,北京,1
12,20650.78,10,10,邮寄费用,佳木斯,1
18,14464.6,871,871,员工团队用餐及活动,武汉,1
48,14211.39,74,74,办公室小食,梧州,1
6,12121.51,508,508,办公室小食,赣州,1
1,12092.4,67,67,出租车费,上海,1
1,12092.4,32,32,出租车费,上海,1
4,7952.12,35,35,出租车费,北京,1
0,8411.5,40,40,停车及其他收费,绍兴,1
9,14343.7,100,100,补贴,佳木斯,1
1,5330.78,22,22,出租车费,广州,1
43,24937.84,959,959,餐费,广州,1
3,7548.5,264,264,员工团队用餐及活动,杭州,1
0,13919.5,90,90,汽油费,武汉,1
3,9265.02,3608,3608,员工团队用餐及活动,广州,1
0,13919.5,256,256,餐费,武汉,1
1,11765,216,216,餐费,上海,1
0,8411.5,160,160,汽油费,绍兴,1
0,8411.5,30,30,停车及其他收费,绍兴,1
5,2010.9,417.1,417.1,移动电话费,广州,1
0,9684,19,19,出租车费,上海,1
4,6948.2,558.7,558.7,办公室小食,广州,1
1,12092.4,60,60,办公室小食,上海,1
0,3847.46,74,74,出租车费,北京,1
0,1488.56,80,80,出租车费,北京,1
2,954,626,626,移动电话费,广州,1
1,1353.81,128,128,出租车费,上海,1
9,5333.86,360,360,餐费,北京,1
1,7822.47,103,103,出租车费,上海,1
0,14410.71,81,81,出租车费,北京,1
1,7822.47,22,22,出租车费,上海,1
1,7822.47,86,86,出租车费,上海,1
83,24968.8,946.2,946.2,办公室小食,青岛,1
49,38947.42,114,114,出租车费,上海,1
33,14849.2,343.8,343.8,餐费,广州,1
33,14849.2,290,290,餐费,广州,1
0,15652.75,899,899,餐费,上海,1
33,5515.5,35,35,办公室小食,海口,1
4,8442.36,699,699,临床实验相关费用,北京,1
38,378,50,50,补贴,金华,1
0,5228.5,120,120,办公室小食,大连,1
7,19795.63,2270,2270,餐费,牡丹江,1
0,5228.5,146,146,办公室小食,大连,1
15,24959.82,52,52,办公室小食,杭州,1
1,18406.55,678,678,旅馆房费-国内,深圳,1
15,3726,890,890,餐费,台州,1
0,12078.5,161,161,餐费,广州,1
0,8936,143,143,出租车费,上海,1
0,4494,495,495,办公室小食,上海,1
3,13816.5,570,570,旅馆房费-国内,上海,1
0,4256.99,56,56,出租车费,上海,1
22,15411.3,69,69,出租车费,上海,1
14,9680.68,102.7,102.7,印刷及办公费用,成都,1
8,2717.22,86,86,出租车费,上海,1
8,2717.22,101,101,出租车费,上海,1
14,5242,202,202,餐费,上海,1
0,5521.51,632.17,632.17,移动电话费,北京,1
14,5723.26,300,300,旅馆房费-国内,广州,1
1,22982.65,473,473,移动电话费,上海,1
7,12471,15,15,其它差旅费,盐城,1
1,9583.7,168,168,餐费,武汉,1
22,9487.24,1665.31,1665.31,旅馆房费-海外,北京,1
22,9487.24,158,158,出租车费,北京,1
19,9514.55,13,13,出租车费,成都,1
0,15543.52,97,97,出租车费,上海,1
22,15411.3,47,47,出租车费,上海,1
2,9172.6,317,317,员工团队用餐及活动,福州,1
0,3933.2,83,83,出租车费,北京,1
1,6567,161,161,其它差旅费,萍乡,1
1,6567,11.4,11.4,出租车费,萍乡,1
2,14491.72,320,320,餐费,广州,1
0,3294.5,525,525,餐费,上海,1
9,17859.38,541,541,餐费,北京,1
1,8552.3,114.5,114.5,其它差旅费,赣州,1
2,18620,366,366,餐费,南京,1
4,9196,305,305,餐费,济南,1
1,24914.82,700,700,其它差旅费,北京,1
27,17830,164,164,其它差旅费,广州,1
0,16677.75,550,550,旅馆房费-国内,上海,1
4,16324.72,180,180,办公室小食,青岛,1
1,7558,518,518,餐费,鞍山,1
7,12471,15,15,其它差旅费,盐城,1
1,24618,570,570,餐费,青岛,1
0,16585.28,1323.2,1323.2,旅馆房费-国内,上海,1
1,22982.65,421,421,移动电话费,上海,1
23,7678.9,99.5,99.5,其它差旅费,天津,1
0,16677.75,58,58,出租车费,上海,1
0,16677.75,26,26,出租车费,上海,1
8,10273.9,75,75,办公室小食,南京,1
1,6772.84,121,121,出租车费,北京,1
17,5560.8,38.5,38.5,其它差旅费,唐山,1
5,3449.5,156.5,156.5,其它个人费用,北京,1
18,17500.45,46,46,出租车费,太原,1
18,17500.45,40,40,其它差旅费,太原,1
1,6567,20,20,其它差旅费,萍乡,1
0,25565,628,628,餐费,温州,1
14,7420.2,24,24,餐费,上海,1
1,12092.4,19,19,出租车费,上海,1
0,8411.5,80,80,停车及其他收费,绍兴,1
1,18406.55,902,902,餐费,深圳,1
57,528,189,189,其它差旅费,上海,1
28,21643.3,486,486,移动电话费,深圳,1
6,9840.8,20,20,出租车费,北京,1
6,9840.8,20,20,出租车费,北京,1
5,1000,118,118,办公室小食,北京,1
5,9729.1,63,63,出租车费,上海,1
0,21668,3685,3685,餐费,福州,1
2,11388.3,100,100,补贴,上海,1
4,6948.2,920,920,旅馆房费-国内,广州,1
4,6948.2,530,530,餐费,广州,1
1,2568.74,331,331,其它差旅费,湛江,1
3,1529.52,257.54,257.54,移动电话费,上海,1
3,9761.5,235,235,餐费,新乡,1
33,5515.5,114,114,餐费,海口,1
33,5515.5,75.9,75.9,餐费,海口,1
0,4948,150,150,办公室小食,大庆,1
0,11839.45,160,160,汽油费,杭州,1
0,11839.45,50,50,其它差旅费,杭州,1
1,1221,50,50,补贴,衢州,1
0,4256.99,56,56,出租车费,上海,1
15,13861.8,2680,2680,餐费,安阳,1
3,13816.5,325,325,餐费,上海,1
53,6509.5,154.9,154.9,餐费,广州,1
0,4256.99,194,194,餐费,上海,1
0,4734,91,91,出租车费,上海,1
1,6655.12,1990,1990,餐费,洛阳,1
0,5278.09,16,16,出租车费,成都,1
0,9573,1965,1965,旅馆房费-国内,上海,1
1,21790.32,43,43,出租车费,上海,1
16,7532.85,213.8,213.8,移动电话费,广州,1
0,9598,2320,2320,员工奖品,北京,1
10,8239.01,72,72,餐费,南京,1
0,21840.01,119,119,其它差旅费,上海,1
3,9903.81,69,69,出租车费,上海,1
7,21920.5,121.9,121.9,餐费,江门,1
22,15411.3,318,318,员工团队用餐及活动,上海,1
1,1221,50,50,补贴,衢州,1
15,19203.09,148,148,餐费,阳泉,1
0,11839.45,80,80,其它差旅费,杭州,1
30,7364,7364,7364,餐费,深圳,1
1,7435.8,78,78,餐费,广州,1
0,15652.75,1401,1401,旅馆房费-国内,上海,1
1,23300.63,550,550,旅馆房费-国内,成都,1
1,23300.63,1895,1895,员工团队用餐及活动,成都,1
28,17544.4,1018,1018,餐费,上海,1
0,15652.75,88,88,餐费,上海,1
33,5515.5,61,61,餐费,海口,1
0,3429.74,231,231,餐费,上海,1
6,5239.3,156.4,156.4,办公室小食,沈阳,1
38,378,50,50,补贴,金华,1
25,10687.06,59,59,出租车费,北京,1
0,15652.75,644.4,644.4,餐费,上海,1
36,1619,117,117,其它差旅费,上海,1
36,1619,123.5,123.5,其它差旅费,上海,1
36,1619,58,58,出租车费,上海,1
0,15743.42,59,59,其它差旅费,镇江,1
0,3112.79,300,300,出租车费,北京,1
0,11839.45,40,40,其它差旅费,杭州,1
0,8965.35,363,363,餐费,上海,1
0,8965.35,14,14,出租车费,上海,1
13,7999.4,2378,2378,餐费,嘉兴,1
0,8965.35,20,20,出租车费,上海,1
0,3249,142.9,142.9,餐费,广州,1
1,8450.9,45.4,45.4,出租车费,福州,1
0,8965.35,14,14,出租车费,上海,1
10,22305.3,505,505,餐费,北京,1
0,8446,1520,1520,旅馆房费-国内,上海,1
5,5307,49,49,出租车费,上海,1
5,5307,132,132,餐费,上海,1
5,5307,40,40,出租车费,上海,1
1,14980.2,23,23,出租车费,北京,1
10,23969.42,87,87,出租车费,上海,1
10,23969.42,83,83,出租车费,上海,1
7,12471,50,50,其它差旅费,盐城,1
2,8247,553,553,其它差旅费,上海,1
2,8247,29,29,出租车费,上海,1
14,5242,434,434,餐费,上海,1
4,9122.77,224.5,224.5,其它差旅费,上海,1
0,2999.5,174,174,其它差旅费,温州,1
8,9449.5,1875,1875,餐费,北京,1
3,24988.97,254,254,餐费,银川,1
22,9487.24,81,81,出租车费,北京,1
0,4221.9,139,139,出租车费,上海,1
14,5242,1155,1155,餐费,上海,1
8,19597.52,74,74,餐费,银川,1
1,21790.32,39,39,出租车费,上海,1
4,16847,2815,2815,餐费,临沂,1
1,21790.32,79,79,出租车费,上海,1
0,22058.63,1933.97,1933.97,出租车费,上海,1
1,21790.32,364,364,餐费,上海,1
5,5307,12,12,邮寄费用,上海,1
17,2998.65,297,297,餐费,清远,1
5,24866.12,109,109,餐费,丽水,1
34,24075,278,278,餐费,温州,1
29,18485.7,54.3,54.3,办公室小食,深圳,1
5,12804.6,98,98,出租车费,上海,1
2,15082.59,1750,1750,餐费,北京,1
2,8247,164,164,出租车费,上海,1
2,14491.72,725,725,餐费,广州,1
0,6836.32,74,74,出租车费,无锡,1
1,17105.9,570,570,旅馆房费-国内,成都,1
13,8175.87,1708,1708,餐费,重庆,1
11,13391.3,148,148,办公室小食,哈尔滨,1
5,12804.6,100,100,补贴,上海,1
1,4319.84,87.2,87.2,办公室小食,蚌埠,1
2,22260.98,636,636,餐费,阜阳,1
2,9837,812,812,餐费,泰安,1
7,12471,200,200,其它差旅费,盐城,1
1,8238,1258,1258,餐费,上海,1
1,8238,91,91,餐费,上海,1
1,8238,677,677,出租车费,上海,1
1,7558,478,478,办公室小食,鞍山,1
1,7558,472,472,办公室小食,鞍山,1
0,2971.5,278,278,旅馆房费-国内,上海,1
0,2971.5,215,215,餐费,上海,1
0,2971.5,662,662,餐费,上海,1
8,10273.9,143.2,143.2,办公室小食,南京,1
7,12471,30,30,其它差旅费,盐城,1
9,13953.85,61,61,其它差旅费,三明,1
0,7931.9,110,110,其它差旅费,泉州,1
0,8411.5,30,30,停车及其他收费,绍兴,1
0,8411.5,40,40,停车及其他收费,绍兴,1
0,8411.5,13.5,13.5,其它差旅费,绍兴,1
0,15743.42,52,52,出租车费,镇江,1
9,13953.85,100,100,补贴,三明,1
21,18951,2498,2498,餐费,赣州,1
1,18406.55,1970,1970,餐费,深圳,1
4,6604.31,86,86,餐费,太原,1
3,7548.5,474,474,餐费,杭州,1
1,11765,259,259,餐费,上海,1
10,23781.47,22,22,办公室小食,上海,1
9,14343.7,100,100,补贴,佳木斯,1
1,12092.4,16.8,16.8,出租车费,上海,1
0,7931.9,53,53,出租车费,泉州,1
0,15063,594,594,餐费,青岛,1
17,2998.65,754.65,754.65,旅馆房费-国内,清远,1
1,1353.81,128,128,出租车费,上海,1
6,6288.56,300,300,出租车费,成都,1
6,6288.56,300,300,出租车费,成都,1
6,6288.56,24,24,出租车费,成都,1
0,4013,2682,2682,员工奖品,北京,1
14,18297,179,179,餐费,东莞,1
6,10306.8,100,100,补贴,北京,1
0,3825.99,256,256,餐费,上海,1
0,9174.89,121,121,出租车费,上海,1
0,14410.71,94,94,出租车费,北京,1
0,9174.89,54,54,出租车费,上海,1
48,14211.39,74,74,办公室小食,梧州,1
1,1564,99,99,餐费,北京,1
1,9816,85,85,出租车费,上海,1
6,8581,103,103,餐费,沈阳,1
1,18311.2,1486,1486,餐费,杭州,1
0,12952.62,750.4,750.4,内部会议组织费,北京,1
0,12952.62,365,365,员工礼品,北京,1
0,14519.9,230,230,餐费,北京,1
0,14454,243,243,餐费,徐州,1
1,9816,55,55,出租车费,上海,1
0,12612.5,300,300,其它差旅费,青岛,1
6,9840.8,20,20,出租车费,北京,1
5,9729.1,69,69,出租车费,上海,1
26,6491.6,13.5,13.5,其它差旅费,青岛,1
6,9840.8,20,20,出租车费,北京,1
0,11807.74,120,120,餐费,福州,1
1,4418,389,389,员工团队用餐及活动,上海,1
0,12612.5,290.5,290.5,员工礼品,青岛,1
0,5091.35,35.2,35.2,出租车费,上海,1
0,5091.35,185,185,出租车费,上海,1
35,20395.1,18,18,出租车费,湖州,1
4,6275.05,140,140,出租车费,北京,1
5,9729.1,14,14,出租车费,上海,1
35,20395.1,55,55,其它差旅费,湖州,1
0,6682,27,27,出租车费,上海,1
3,17706.7,285.21,285.21,餐费,上海,1
0,6682,26,26,出租车费,上海,1
0,6682,28,28,出租车费,上海,1
6,7738.5,62.4,62.4,出租车费,酒泉,1
